# USDT/VES Historical Rate Dataset
# Source: usdt.com.ve
# License: CC-BY-4.0 (https://creativecommons.org/licenses/by/4.0/)
# Generated: 2026-08-28T17:01:23.683Z
# Citation: usdt.com.ve, "USDT/VES Historical Rate Dataset", retrieved 2026-08-28, https://www.usdt.com.ve/datos
# Columns: captured_at (ISO 8601 UTC), source (binance|bybit|bcv), buy_rate (Bs. per USD/USDT), sell_rate (Bs., null for BCV)
captured_at,source,buy_rate,sell_rate
2026-01-18T05:20:31.112248+00:00,bcv,344.51,
2026-01-18T05:20:31.112248+00:00,bybit,455.55,442.5025
2026-01-18T05:20:31.112248+00:00,binance,453.4495,450.15
2026-01-18T05:25:31.119973+00:00,bybit,455.55,442.5025
2026-01-18T05:25:31.119973+00:00,binance,453.4495,450.1
2026-01-18T05:25:31.119973+00:00,bcv,344.51,
2026-01-18T05:30:30.959364+00:00,bybit,454.75,442.5025
2026-01-18T05:30:30.959364+00:00,binance,453.4495,450.0295
2026-01-18T05:30:30.959364+00:00,bcv,344.51,
2026-01-18T05:35:30.804429+00:00,binance,453.4995,450.0045
2026-01-18T05:35:30.804429+00:00,bcv,344.51,
2026-01-18T05:35:30.804429+00:00,bybit,454.75,442.5025
2026-01-18T05:40:30.933989+00:00,binance,453.5,450.0045
2026-01-18T05:40:30.933989+00:00,bcv,344.51,
2026-01-18T05:40:30.933989+00:00,bybit,454.75,442.5025
2026-01-18T05:45:31.446351+00:00,bcv,344.51,
2026-01-18T05:45:31.446351+00:00,bybit,454.75,441.6
2026-01-18T05:45:31.446351+00:00,binance,453.9995,450.035
2026-01-18T05:50:31.17534+00:00,bcv,344.51,
2026-01-18T05:50:31.17534+00:00,bybit,454.75,442.1
2026-01-18T05:50:31.17534+00:00,binance,453.2,450.0045
2026-01-18T05:55:31.405758+00:00,binance,453,450
2026-01-18T05:55:31.405758+00:00,bybit,453.5,441.51
2026-01-18T05:55:31.405758+00:00,bcv,344.51,
2026-01-18T06:00:30.934475+00:00,bcv,344.51,
2026-01-18T06:00:30.934475+00:00,bybit,454.75,441.51
2026-01-18T06:00:30.934475+00:00,binance,453,450.0045
2026-01-18T06:05:31.078717+00:00,bcv,344.51,
2026-01-18T06:05:31.078717+00:00,bybit,454.75,441.51
2026-01-18T06:05:31.078717+00:00,binance,453.2,450.01
2026-01-18T06:10:30.969174+00:00,bybit,455.55,441.51
2026-01-18T06:10:30.969174+00:00,binance,453,450.013
2026-01-18T06:10:30.969174+00:00,bcv,344.51,
2026-01-18T06:15:30.994714+00:00,bcv,344.51,
2026-01-18T06:15:30.994714+00:00,bybit,455.55,441.51
2026-01-18T06:15:30.994714+00:00,binance,453,450.001
2026-01-18T06:20:31.705863+00:00,binance,453,450.0005
2026-01-18T06:20:31.705863+00:00,bcv,344.51,
2026-01-18T06:20:31.705863+00:00,bybit,455.55,441.51
2026-01-18T06:25:30.792691+00:00,bcv,344.51,
2026-01-18T06:25:30.792691+00:00,bybit,455.55,441.51
2026-01-18T06:25:30.792691+00:00,binance,453.15,450.0005
2026-01-18T06:30:31.074461+00:00,bybit,455.55,441.51
2026-01-18T06:30:31.074461+00:00,binance,453,450.005
2026-01-18T06:30:31.074461+00:00,bcv,344.51,
2026-01-18T06:35:31.009256+00:00,binance,453,450.005
2026-01-18T06:35:31.009256+00:00,bybit,455.55,441.6025
2026-01-18T06:35:31.009256+00:00,bcv,344.51,
2026-01-18T06:40:30.718041+00:00,bcv,344.51,
2026-01-18T06:40:30.718041+00:00,bybit,455.55,441.6025
2026-01-18T06:40:30.718041+00:00,binance,453,450.0005
2026-01-18T06:45:30.797728+00:00,binance,453,450
2026-01-18T06:45:30.797728+00:00,bcv,344.51,
2026-01-18T06:45:30.797728+00:00,bybit,455.55,441.1125
2026-01-18T06:50:30.960188+00:00,bybit,455.55,441.1125
2026-01-18T06:50:30.960188+00:00,binance,453.4995,450
2026-01-18T06:50:30.960188+00:00,bcv,344.51,
2026-01-18T06:55:30.830423+00:00,binance,453.9995,450
2026-01-18T06:55:30.830423+00:00,bcv,344.51,
2026-01-18T06:55:30.830423+00:00,bybit,455.55,441.1125
2026-01-18T07:00:30.997332+00:00,binance,453.9995,450
2026-01-18T07:00:30.997332+00:00,bcv,344.51,
2026-01-18T07:00:30.997332+00:00,bybit,455.725,440.1525
2026-01-18T07:05:30.878353+00:00,bcv,344.51,
2026-01-18T07:05:30.878353+00:00,bybit,455.725,440.6
2026-01-18T07:05:30.878353+00:00,binance,453.049,450
2026-01-18T07:10:30.983647+00:00,binance,453,450.125
2026-01-18T07:10:30.983647+00:00,bcv,344.51,
2026-01-18T07:10:30.983647+00:00,bybit,455.55,441.3525
2026-01-18T07:15:30.665817+00:00,binance,453.049,450
2026-01-18T07:15:30.665817+00:00,bybit,455.55,441.3525
2026-01-18T07:15:30.665817+00:00,bcv,344.51,
2026-01-18T07:20:30.690435+00:00,bcv,344.51,
2026-01-18T07:20:30.690435+00:00,bybit,455.55,441.3525
2026-01-18T07:20:30.690435+00:00,binance,453.4995,450
2026-01-18T07:25:30.932008+00:00,bybit,455.55,441.3525
2026-01-18T07:25:30.932008+00:00,binance,453.4995,450
2026-01-18T07:25:30.932008+00:00,bcv,344.51,
2026-01-18T07:30:30.62745+00:00,binance,453.4995,450
2026-01-18T07:30:30.62745+00:00,bcv,344.51,
2026-01-18T07:30:30.62745+00:00,bybit,455.25,441.3525
2026-01-18T07:35:31.042812+00:00,bcv,344.51,
2026-01-18T07:35:31.042812+00:00,bybit,455.25,441.3525
2026-01-18T07:35:31.042812+00:00,binance,453.4995,450
2026-01-18T07:40:30.700271+00:00,bcv,344.51,
2026-01-18T07:40:30.700271+00:00,bybit,455.25,441.3525
2026-01-18T07:40:30.700271+00:00,binance,453.4995,450
2026-01-18T07:45:31.165114+00:00,bcv,344.51,
2026-01-18T07:45:31.165114+00:00,bybit,455.25,441.3525
2026-01-18T07:45:31.165114+00:00,binance,453.4995,450
2026-01-18T07:50:31.070265+00:00,bybit,455.25,441.5
2026-01-18T07:50:31.070265+00:00,binance,453.499,450
2026-01-18T07:50:31.070265+00:00,bcv,344.51,
2026-01-18T07:55:31.028257+00:00,binance,453.499,450
2026-01-18T07:55:31.028257+00:00,bcv,344.51,
2026-01-18T07:55:31.028257+00:00,bybit,455.25,441.5
2026-01-18T08:00:31.43637+00:00,bcv,344.51,
2026-01-18T08:00:31.43637+00:00,bybit,455.25,441.5
2026-01-18T08:00:31.43637+00:00,binance,453.4,450
2026-01-18T08:05:31.003002+00:00,binance,453.3995,450
2026-01-18T08:05:31.003002+00:00,bcv,344.51,
2026-01-18T08:05:31.003002+00:00,bybit,455.25,441.5
2026-01-18T08:10:31.010692+00:00,bcv,344.51,
2026-01-18T08:10:31.010692+00:00,bybit,455.55,441.5
2026-01-18T08:10:31.010692+00:00,binance,453.7995,450
2026-01-18T08:15:30.973088+00:00,bybit,455.55,441.5
2026-01-18T08:15:30.973088+00:00,binance,453.7995,450
2026-01-18T08:15:30.973088+00:00,bcv,344.51,
2026-01-18T08:20:30.883669+00:00,binance,453.7995,450
2026-01-18T08:20:30.883669+00:00,bybit,455.55,441.5
2026-01-18T08:20:30.883669+00:00,bcv,344.51,
2026-01-18T08:25:31.193014+00:00,bcv,344.51,
2026-01-18T08:25:31.193014+00:00,bybit,455.55,441.5
2026-01-18T08:25:31.193014+00:00,binance,453.7995,450
2026-01-18T08:30:30.880599+00:00,binance,453.7995,450
2026-01-18T08:30:30.880599+00:00,bcv,344.51,
2026-01-18T08:30:30.880599+00:00,bybit,455.725,441.5
2026-01-18T08:35:31.087273+00:00,binance,453.7995,450
2026-01-18T08:35:31.087273+00:00,bcv,344.51,
2026-01-18T08:35:31.087273+00:00,bybit,455.725,441.5
2026-01-18T08:40:31.146138+00:00,binance,453.7995,450
2026-01-18T08:40:31.146138+00:00,bcv,344.51,
2026-01-18T08:40:31.146138+00:00,bybit,455.725,441.5
2026-01-18T08:45:30.84661+00:00,binance,453.7995,450
2026-01-18T08:45:30.84661+00:00,bcv,344.51,
2026-01-18T08:45:30.84661+00:00,bybit,455.55,441.5
2026-01-18T08:50:30.81686+00:00,bcv,344.51,
2026-01-18T08:50:30.81686+00:00,bybit,455.55,441.5
2026-01-18T08:50:30.81686+00:00,binance,453.3995,450
2026-01-18T08:55:30.994135+00:00,binance,453.7995,450
2026-01-18T08:55:30.994135+00:00,bcv,344.51,
2026-01-18T08:55:30.994135+00:00,bybit,455.55,441.5
2026-01-18T09:00:31.045474+00:00,binance,453.7995,450
2026-01-18T09:00:31.045474+00:00,bybit,455.55,441.5
2026-01-18T09:00:31.045474+00:00,bcv,344.51,
2026-01-18T09:05:31.042548+00:00,bcv,344.51,
2026-01-18T09:05:31.042548+00:00,bybit,455.55,441.5
2026-01-18T09:05:31.042548+00:00,binance,453.3995,450
2026-01-18T09:10:31.124907+00:00,bybit,455.55,441.5
2026-01-18T09:10:31.124907+00:00,binance,453.3995,450
2026-01-18T09:10:31.124907+00:00,bcv,344.51,
2026-01-18T09:15:31.073777+00:00,binance,453,450
2026-01-18T09:15:31.073777+00:00,bcv,344.51,
2026-01-18T09:15:31.073777+00:00,bybit,455.55,441.5
2026-01-18T09:20:31.208112+00:00,bcv,344.51,
2026-01-18T09:20:31.208112+00:00,bybit,455.25,441.5
2026-01-18T09:20:31.208112+00:00,binance,453,450
2026-01-18T09:25:30.888703+00:00,binance,452.9995,450
2026-01-18T09:25:30.888703+00:00,bcv,344.51,
2026-01-18T09:25:30.888703+00:00,bybit,455.3,441.1025
2026-01-18T09:30:30.96735+00:00,bcv,344.51,
2026-01-18T09:30:30.96735+00:00,bybit,455.3,441.3525
2026-01-18T09:30:30.96735+00:00,binance,452.9995,450
2026-01-18T09:35:31.02802+00:00,bybit,455.3,441.3525
2026-01-18T09:35:31.02802+00:00,binance,452.9995,450
2026-01-18T09:35:31.02802+00:00,bcv,344.51,
2026-01-18T09:40:30.993141+00:00,binance,452.9995,450
2026-01-18T09:40:30.993141+00:00,bybit,455.3,441.1025
2026-01-18T09:40:30.993141+00:00,bcv,344.51,
2026-01-18T09:45:30.893775+00:00,bcv,344.51,
2026-01-18T09:45:30.893775+00:00,bybit,455.3,441.1025
2026-01-18T09:45:30.893775+00:00,binance,452.9995,450
2026-01-18T09:50:30.944933+00:00,bybit,455.3,441.1025
2026-01-18T09:50:30.944933+00:00,binance,452.9995,450
2026-01-18T09:50:30.944933+00:00,bcv,344.51,
2026-01-18T09:55:31.032214+00:00,binance,452.9995,450
2026-01-18T09:55:31.032214+00:00,bcv,344.51,
2026-01-18T09:55:31.032214+00:00,bybit,455.3,441.1025
2026-01-18T10:00:30.740425+00:00,binance,453.3,450
2026-01-18T10:00:30.740425+00:00,bcv,344.51,
2026-01-18T10:00:30.740425+00:00,bybit,455.3,441.3525
2026-01-18T10:05:30.95422+00:00,binance,453.685,450
2026-01-18T10:05:30.95422+00:00,bcv,344.51,
2026-01-18T10:05:30.95422+00:00,bybit,455.3,441.3525
2026-01-18T10:10:30.936598+00:00,bybit,455.3,441.3525
2026-01-18T10:10:30.936598+00:00,binance,453.685,450
2026-01-18T10:10:30.936598+00:00,bcv,344.51,
2026-01-18T10:15:30.780852+00:00,bcv,344.51,
2026-01-18T10:15:30.780852+00:00,bybit,455.3,441.3525
2026-01-18T10:15:30.780852+00:00,binance,453.3,450
2026-01-18T10:20:31.113258+00:00,binance,453.3,450
2026-01-18T10:20:31.113258+00:00,bybit,455.25,441.3525
2026-01-18T10:20:31.113258+00:00,bcv,344.51,
2026-01-18T10:25:31.066596+00:00,bcv,344.51,
2026-01-18T10:25:31.066596+00:00,bybit,455.3,441.3525
2026-01-18T10:25:31.066596+00:00,binance,453.3,450
2026-01-18T10:30:30.84075+00:00,bybit,455.3,441.3525
2026-01-18T10:30:30.84075+00:00,binance,453.3,450
2026-01-18T10:30:30.84075+00:00,bcv,344.51,
2026-01-18T10:35:30.933379+00:00,binance,453.3,450
2026-01-18T10:35:30.933379+00:00,bcv,344.51,
2026-01-18T10:35:30.933379+00:00,bybit,455.3,441.3525
2026-01-18T10:40:30.925295+00:00,bcv,344.51,
2026-01-18T10:40:30.925295+00:00,bybit,455.3,441.3525
2026-01-18T10:40:30.925295+00:00,binance,453.385,450
2026-01-18T10:45:30.904461+00:00,binance,453.78,450
2026-01-18T10:45:30.904461+00:00,bcv,344.51,
2026-01-18T10:45:30.904461+00:00,bybit,455.3,441.3525
2026-01-18T10:50:30.998716+00:00,bcv,344.51,
2026-01-18T10:50:30.998716+00:00,bybit,454.5025,441.8
2026-01-18T10:50:30.998716+00:00,binance,452.9995,450
2026-01-18T10:55:31.16065+00:00,bybit,455.25,441.8
2026-01-18T10:55:31.16065+00:00,binance,453,450.1055
2026-01-18T10:55:31.16065+00:00,bcv,344.51,
2026-01-18T11:00:31.788091+00:00,binance,452.9995,450.1055
2026-01-18T11:00:31.788091+00:00,bybit,454,442
2026-01-18T11:00:31.788091+00:00,bcv,344.51,
2026-01-18T11:05:30.724969+00:00,bcv,344.51,
2026-01-18T11:05:30.724969+00:00,bybit,454,442
2026-01-18T11:05:30.724969+00:00,binance,452.9995,450.075
2026-01-18T11:10:30.921566+00:00,bcv,344.51,
2026-01-18T11:10:30.921566+00:00,bybit,454.5,442.05
2026-01-18T11:10:30.921566+00:00,binance,453,450.075
2026-01-18T11:15:30.941712+00:00,bybit,455.25,442.05
2026-01-18T11:15:30.941712+00:00,binance,452.999,450.15
2026-01-18T11:15:30.941712+00:00,bcv,344.51,
2026-01-18T11:20:31.007563+00:00,binance,452.9995,450.35
2026-01-18T11:20:31.007563+00:00,bcv,344.51,
2026-01-18T11:20:31.007563+00:00,bybit,455.2495,442.05
2026-01-18T11:25:30.779758+00:00,binance,452.9985,450.4035
2026-01-18T11:25:30.779758+00:00,bcv,344.51,
2026-01-18T11:25:30.779758+00:00,bybit,455,443.3
2026-01-18T11:30:30.983386+00:00,bcv,344.51,
2026-01-18T11:30:30.983386+00:00,bybit,454.9995,443.8
2026-01-18T11:30:30.983386+00:00,binance,452.9975,450.9
2026-01-18T11:35:31.113059+00:00,binance,452.9985,451
2026-01-18T11:35:31.113059+00:00,bcv,344.51,
2026-01-18T11:35:31.113059+00:00,bybit,454.9995,443.35
2026-01-18T11:40:30.965811+00:00,binance,452.997,451.025
2026-01-18T11:40:30.965811+00:00,bybit,454.4995,444.75
2026-01-18T11:40:30.965811+00:00,bcv,344.51,
2026-01-18T11:45:31.144184+00:00,bcv,344.51,
2026-01-18T11:45:31.144184+00:00,bybit,454.4995,444.75
2026-01-18T11:45:31.144184+00:00,binance,452.999,451.2
2026-01-18T11:50:30.967331+00:00,bcv,344.51,
2026-01-18T11:50:30.967331+00:00,bybit,454.4995,446.5
2026-01-18T11:50:30.967331+00:00,binance,452.9995,451.505
2026-01-18T11:55:31.063754+00:00,bybit,453.4995,446.5
2026-01-18T11:55:31.063754+00:00,binance,452.999,451.66
2026-01-18T11:55:31.063754+00:00,bcv,344.51,
2026-01-18T12:00:32.001065+00:00,bcv,344.51,
2026-01-18T12:00:32.001065+00:00,bybit,453.25,446.5
2026-01-18T12:00:32.001065+00:00,binance,452.9985,452
2026-01-18T12:05:31.265182+00:00,binance,452.9995,451.7
2026-01-18T12:05:31.265182+00:00,bybit,453.25,446.5
2026-01-18T12:05:31.265182+00:00,bcv,344.51,
2026-01-18T12:10:30.986608+00:00,bcv,344.51,
2026-01-18T12:10:30.986608+00:00,bybit,453.7495,446.5
2026-01-18T12:10:30.986608+00:00,binance,453,452.55
2026-01-18T12:15:30.938868+00:00,bybit,453.9995,446
2026-01-18T12:15:30.938868+00:00,binance,453,452.16
2026-01-18T12:15:30.938868+00:00,bcv,344.51,
2026-01-18T12:20:30.977706+00:00,binance,453,452.0505
2026-01-18T12:20:30.977706+00:00,bybit,453.9995,445.75
2026-01-18T12:20:30.977706+00:00,bcv,344.51,
2026-01-18T12:25:32.002822+00:00,bcv,344.51,
2026-01-18T12:25:32.002822+00:00,bybit,454.9995,446
2026-01-18T12:25:32.002822+00:00,binance,453,452.55
2026-01-18T12:30:30.750494+00:00,bybit,453.9995,446
2026-01-18T12:30:30.750494+00:00,binance,453,452.81
2026-01-18T12:30:30.750494+00:00,bcv,344.51,
2026-01-18T12:35:31.076973+00:00,binance,453,453
2026-01-18T12:35:31.076973+00:00,bcv,344.51,
2026-01-18T12:35:31.076973+00:00,bybit,453.9995,445.75
2026-01-18T12:40:30.810358+00:00,binance,453,453
2026-01-18T12:40:30.810358+00:00,bcv,344.51,
2026-01-18T12:40:30.810358+00:00,bybit,453.9995,445.75
2026-01-18T12:45:30.942548+00:00,binance,453,453
2026-01-18T12:45:30.942548+00:00,bcv,344.51,
2026-01-18T12:45:30.942548+00:00,bybit,453.9985,446.25
2026-01-18T12:50:30.800594+00:00,bcv,344.51,
2026-01-18T12:50:30.800594+00:00,bybit,453.9995,446.25
2026-01-18T12:50:30.800594+00:00,binance,453.9475,453.001
2026-01-18T12:55:31.823141+00:00,bcv,344.51,
2026-01-18T12:55:31.823141+00:00,bybit,453.9995,446.25
2026-01-18T12:55:31.823141+00:00,binance,453.851,453.258
2026-01-18T13:00:30.824132+00:00,binance,453.8975,453.395
2026-01-18T13:00:30.824132+00:00,bybit,454.5,445.75
2026-01-18T13:00:30.824132+00:00,bcv,344.51,
2026-01-18T13:05:31.109117+00:00,bcv,344.51,
2026-01-18T13:05:31.109117+00:00,bybit,455.2425,446
2026-01-18T13:05:31.109117+00:00,binance,453.8975,453.41
2026-01-18T13:10:31.061007+00:00,bybit,455,446.5
2026-01-18T13:10:31.061007+00:00,binance,453.9975,454
2026-01-18T13:10:31.061007+00:00,bcv,344.51,
2026-01-18T13:15:30.895551+00:00,binance,453.56,453.81
2026-01-18T13:15:30.895551+00:00,bcv,344.51,
2026-01-18T13:15:30.895551+00:00,bybit,454.9995,447.55
2026-01-18T13:20:31.135285+00:00,bcv,344.51,
2026-01-18T13:20:31.135285+00:00,bybit,454.9995,447.55
2026-01-18T13:20:31.135285+00:00,binance,453.31,454
2026-01-18T13:25:30.891658+00:00,binance,453.61,454.155
2026-01-18T13:25:30.891658+00:00,bcv,344.51,
2026-01-18T13:25:30.891658+00:00,bybit,454.9945,448
2026-01-18T13:30:30.910505+00:00,bcv,344.51,
2026-01-18T13:30:30.910505+00:00,bybit,454.9945,448.0005
2026-01-18T13:30:30.910505+00:00,binance,453.95,453.5545
2026-01-18T13:35:30.785121+00:00,bybit,454.9945,448
2026-01-18T13:35:30.785121+00:00,binance,454,453.78
2026-01-18T13:35:30.785121+00:00,bcv,344.51,
2026-01-18T13:40:30.99809+00:00,binance,454.8895,453.525
2026-01-18T13:40:30.99809+00:00,bybit,454.945,448.0005
2026-01-18T13:40:30.99809+00:00,bcv,344.51,
2026-01-18T13:45:31.025588+00:00,bcv,344.51,
2026-01-18T13:45:31.025588+00:00,bybit,454.945,448.0505
2026-01-18T13:45:31.025588+00:00,binance,454.15,453.85
2026-01-18T13:50:30.955274+00:00,binance,454,454
2026-01-18T13:50:30.955274+00:00,bcv,344.51,
2026-01-18T13:50:30.955274+00:00,bybit,454.945,448.5
2026-01-18T13:55:30.998813+00:00,binance,454.35,454.75
2026-01-18T13:55:30.998813+00:00,bcv,344.51,
2026-01-18T13:55:30.998813+00:00,bybit,454.899,448.555
2026-01-18T14:00:30.824343+00:00,binance,454.899,455.0055
2026-01-18T14:00:30.824343+00:00,bcv,344.51,
2026-01-18T14:00:30.824343+00:00,bybit,454.9495,448.6
2026-01-18T14:05:31.058231+00:00,binance,454.65,455.0785
2026-01-18T14:05:31.058231+00:00,bcv,344.51,
2026-01-18T14:05:31.058231+00:00,bybit,454.9495,448.8
2026-01-18T14:10:31.033789+00:00,bcv,344.51,
2026-01-18T14:10:31.033789+00:00,bybit,454.899,449.5005
2026-01-18T14:10:31.033789+00:00,binance,454.775,455.25
2026-01-18T14:15:30.978072+00:00,binance,454.994,455.75
2026-01-18T14:15:30.978072+00:00,bcv,344.51,
2026-01-18T14:15:30.978072+00:00,bybit,454.899,450.03
2026-01-18T14:20:30.923924+00:00,binance,454.9495,456.25
2026-01-18T14:20:30.923924+00:00,bybit,454.699,450.055
2026-01-18T14:20:30.923924+00:00,bcv,344.51,
2026-01-18T14:25:30.880415+00:00,bcv,344.51,
2026-01-18T14:25:30.880415+00:00,bybit,454.1395,450.1
2026-01-18T14:25:30.880415+00:00,binance,455,457.1
2026-01-18T14:30:31.609036+00:00,bcv,344.51,
2026-01-18T14:30:31.609036+00:00,bybit,454.899,450.13
2026-01-18T14:30:31.609036+00:00,binance,455.2095,456.3005
2026-01-18T14:35:31.033589+00:00,bybit,454.1395,450.275
2026-01-18T14:35:31.033589+00:00,binance,455.5,456.3505
2026-01-18T14:35:31.033589+00:00,bcv,344.51,
2026-01-18T14:40:30.808179+00:00,bcv,344.51,
2026-01-18T14:40:30.808179+00:00,bybit,454.9485,450.45
2026-01-18T14:40:30.808179+00:00,binance,455,456.05
2026-01-18T14:45:30.981179+00:00,bcv,344.51,
2026-01-18T14:45:30.981179+00:00,bybit,455,450.45
2026-01-18T14:45:30.981179+00:00,binance,455,456.55
2026-01-18T14:50:30.824861+00:00,bcv,344.51,
2026-01-18T14:50:30.824861+00:00,binance,455.15,457.1
2026-01-18T14:50:30.824861+00:00,bybit,454.9995,451.25
2026-01-18T14:55:31.116586+00:00,bybit,455.05,450.45
2026-01-18T14:55:31.116586+00:00,binance,455.2995,456.05
2026-01-18T14:55:31.116586+00:00,bcv,344.51,
2026-01-18T15:00:31.055928+00:00,binance,455.6985,456.7505
2026-01-18T15:00:31.055928+00:00,bybit,455.05,452
2026-01-18T15:00:31.055928+00:00,bcv,344.51,
2026-01-18T15:05:31.080948+00:00,bcv,344.51,
2026-01-18T15:05:31.080948+00:00,bybit,455.2995,452.06
2026-01-18T15:05:31.080948+00:00,binance,455.699,456.65
2026-01-18T15:10:30.859707+00:00,bybit,455.2995,452.06
2026-01-18T15:10:30.859707+00:00,binance,455.695,456.3
2026-01-18T15:10:30.859707+00:00,bcv,344.51,
2026-01-18T15:15:31.185848+00:00,binance,455.8995,456.85
2026-01-18T15:15:31.185848+00:00,bcv,344.51,
2026-01-18T15:15:31.185848+00:00,bybit,455.2995,452.06
2026-01-18T15:20:30.781715+00:00,binance,455.748,456.65
2026-01-18T15:20:30.781715+00:00,bcv,344.51,
2026-01-18T15:20:30.781715+00:00,bybit,455.3,452.125
2026-01-18T15:25:31.285773+00:00,binance,455.4495,457
2026-01-18T15:25:31.285773+00:00,bcv,344.51,
2026-01-18T15:25:31.285773+00:00,bybit,455.35,452.125
2026-01-18T15:30:30.90857+00:00,bybit,455.35,452.065
2026-01-18T15:30:30.90857+00:00,binance,455.745,457
2026-01-18T15:30:30.90857+00:00,bcv,344.51,
2026-01-18T15:35:30.882069+00:00,bcv,344.51,
2026-01-18T15:35:30.882069+00:00,bybit,455.725,452.065
2026-01-18T15:35:30.882069+00:00,binance,455.886,457.0205
2026-01-18T15:40:31.151608+00:00,binance,455.811,457.011
2026-01-18T15:40:31.151608+00:00,bybit,455.35,452.1
2026-01-18T15:40:31.151608+00:00,bcv,344.51,
2026-01-18T15:45:30.786862+00:00,bcv,344.51,
2026-01-18T15:45:30.786862+00:00,bybit,455.725,452.1
2026-01-18T15:45:30.786862+00:00,binance,455.9445,457.011
2026-01-18T15:50:30.797698+00:00,bybit,455.725,452.2
2026-01-18T15:50:30.797698+00:00,binance,455.9445,457.0155
2026-01-18T15:50:30.797698+00:00,bcv,344.51,
2026-01-18T15:55:30.937763+00:00,binance,455.945,456.75
2026-01-18T15:55:30.937763+00:00,bcv,344.51,
2026-01-18T15:55:30.937763+00:00,bybit,455.725,452.2
2026-01-18T16:00:30.976008+00:00,bcv,344.51,
2026-01-18T16:00:30.976008+00:00,bybit,455.925,452.3005
2026-01-18T16:00:30.976008+00:00,binance,456,457.132
2026-01-18T16:05:31.069082+00:00,binance,455.9195,456.7
2026-01-18T16:05:31.069082+00:00,bcv,344.51,
2026-01-18T16:05:31.069082+00:00,bybit,455.925,452.2
2026-01-18T16:10:31.134846+00:00,bcv,344.51,
2026-01-18T16:10:31.134846+00:00,bybit,456.3,452.075
2026-01-18T16:10:31.134846+00:00,binance,455.995,456.5
2026-01-18T16:15:30.951849+00:00,bybit,456.3,452.075
2026-01-18T16:15:30.951849+00:00,binance,455.995,456.3305
2026-01-18T16:15:30.951849+00:00,bcv,344.51,
2026-01-18T16:20:30.988932+00:00,binance,455.9995,456.75
2026-01-18T16:20:30.988932+00:00,bybit,456.45,452.1
2026-01-18T16:20:30.988932+00:00,bcv,344.51,
2026-01-18T16:25:30.772532+00:00,bcv,344.51,
2026-01-18T16:25:30.772532+00:00,bybit,456.45,452.1
2026-01-18T16:25:30.772532+00:00,binance,455.99,457
2026-01-18T16:30:30.923215+00:00,bcv,344.51,
2026-01-18T16:30:30.923215+00:00,bybit,456.425,452.1
2026-01-18T16:30:30.923215+00:00,binance,455.4995,457
2026-01-18T16:35:31.217519+00:00,binance,455.9945,456.8
2026-01-18T16:35:31.217519+00:00,bcv,344.51,
2026-01-18T16:35:31.217519+00:00,bybit,456.425,452.6505
2026-01-18T16:40:30.790122+00:00,binance,455.995,456.8
2026-01-18T16:40:30.790122+00:00,bcv,344.51,
2026-01-18T16:40:30.790122+00:00,bybit,456.425,452.6505
2026-01-18T16:45:30.839526+00:00,binance,456.4995,456.8
2026-01-18T16:45:30.839526+00:00,bcv,344.51,
2026-01-18T16:45:30.839526+00:00,bybit,456.35,453.25
2026-01-18T16:50:31.020701+00:00,bcv,344.51,
2026-01-18T16:50:31.020701+00:00,bybit,455.925,453.25
2026-01-18T16:50:31.020701+00:00,binance,456.499,457
2026-01-18T16:55:31.08884+00:00,binance,455.999,456.55
2026-01-18T16:55:31.08884+00:00,bcv,344.51,
2026-01-18T16:55:31.08884+00:00,bybit,456.875,453.25
2026-01-18T17:00:31.002421+00:00,binance,455.995,456.95
2026-01-18T17:00:31.002421+00:00,bybit,456.425,453.75
2026-01-18T17:00:31.002421+00:00,bcv,344.51,
2026-01-18T17:05:31.234322+00:00,bcv,344.51,
2026-01-18T17:05:31.234322+00:00,bybit,456.45,454
2026-01-18T17:05:31.234322+00:00,binance,456.2995,456.75
2026-01-18T17:10:31.129564+00:00,bcv,344.51,
2026-01-18T17:10:31.129564+00:00,bybit,455.725,453.25
2026-01-18T17:10:31.129564+00:00,binance,456,456.705
2026-01-18T17:15:31.094363+00:00,bybit,455.725,453.275
2026-01-18T17:15:31.094363+00:00,binance,455.995,456.95
2026-01-18T17:15:31.094363+00:00,bcv,344.51,
2026-01-18T17:20:31.119347+00:00,bcv,344.51,
2026-01-18T17:20:31.119347+00:00,bybit,455.725,453.025
2026-01-18T17:20:31.119347+00:00,binance,455.875,456.245
2026-01-18T17:25:31.435959+00:00,binance,455.9995,456.345
2026-01-18T17:25:31.435959+00:00,bybit,455.725,452.4005
2026-01-18T17:25:31.435959+00:00,bcv,344.51,
2026-01-18T17:30:30.917831+00:00,bcv,344.51,
2026-01-18T17:30:30.917831+00:00,bybit,455.725,452.401
2026-01-18T17:30:30.917831+00:00,binance,455.99,456
2026-01-18T17:35:30.995711+00:00,bybit,455.725,452.351
2026-01-18T17:35:30.995711+00:00,binance,455.999,456.05
2026-01-18T17:35:30.995711+00:00,bcv,344.51,
2026-01-18T17:40:30.920965+00:00,binance,456,456
2026-01-18T17:40:30.920965+00:00,bybit,456.175,452.403
2026-01-18T17:40:30.920965+00:00,bcv,344.51,
2026-01-18T17:45:30.884106+00:00,bcv,344.51,
2026-01-18T17:45:30.884106+00:00,bybit,456.725,452.403
2026-01-18T17:45:30.884106+00:00,binance,455.9995,455.575
